point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note
JJ01,靖江城区,太湖片-毗陵小片,,,模,TS,塑,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,TS,嗉,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,姑,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,孤,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,箍,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,辜,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,菇,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,鸪,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,蛄,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,古,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,估,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,盬,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,牯,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,股,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,鼓,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,蛊,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,故,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,固,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,锢,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,雇,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,顾,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,枯,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,苦,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,库,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,裤,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,吴,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,蜈,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,吾,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,梧,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,五,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,伍,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,午,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,忤,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,误,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,K,悟,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,Ø,呼,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,Ø,虎,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,Ø,浒,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,Ø,琥,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,Ø,戽,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,Ø,胡,,
JJ01,靖江城区,太湖片-毗陵小片,,,模,Ø,湖,u,
JJ01,靖江城区,太湖片-毗陵小片,,,模,Ø,狐,,
